"municipio_res","CVE_MUN","NOM_MUN","sector","grupoedad","sexo","fecha_sintomas","observaciones","confirmados","decesos","pruebas","confirmados_lab","descartados_lab","sospechosos","hospitalizados","uci","neumonia","intubado","ambulatorios"
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-06-29,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-07-06,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-07-09,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-07-17,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-07-24,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-08-06,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-08-09,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-08-11,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Hombre",2022-08-13,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-01,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-03,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-04,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-06,6,4,0,6,4,2,0,0,0,1,0,4
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-07,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-08,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-09,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-10,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-11,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-12,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-13,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-14,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-15,7,7,0,7,7,0,0,0,0,0,0,7
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-16,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-17,5,4,0,5,4,1,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-18,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-19,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-20,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-21,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-22,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-24,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-28,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-29,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-01-30,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-02,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-11,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-18,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-02-22,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-20,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-22,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-23,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-24,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-26,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-06-29,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-01,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-05,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-06,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-09,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-10,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-12,3,2,0,3,2,1,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-18,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-22,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-23,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-25,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-27,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-07-31,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-01,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-05,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-08,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-09,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","15-29","Mujer",2022-08-16,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-03,5,2,1,5,2,3,0,1,0,2,1,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-05,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-06,6,4,0,6,4,2,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-08,6,3,0,6,3,3,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-09,3,2,0,3,2,1,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-10,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-11,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-12,3,0,0,3,0,3,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-13,6,4,0,6,4,2,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-14,5,5,0,5,5,0,0,1,0,2,1,4
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-15,7,6,0,7,6,1,0,0,0,0,0,6
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-16,5,5,0,5,5,0,0,0,0,0,0,5
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-17,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-18,7,7,0,7,7,0,0,0,0,0,0,7
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-19,13,13,0,13,13,0,0,0,0,0,0,13
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-20,6,6,0,6,6,0,0,0,0,0,0,6
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-21,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-22,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-23,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-24,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-25,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-27,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-30,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-01-31,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-01,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-02,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-07,5,3,0,5,3,2,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-11,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-14,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-15,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-02-24,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-03-01,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-03-13,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-03-19,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-04-18,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-05-24,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-06-21,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-06-22,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-06-27,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-06-28,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-01,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-03,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-04,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-05,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-08,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-10,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-12,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-14,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-16,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-17,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-18,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-20,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-21,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-23,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-24,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-26,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-30,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-07-31,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-08-11,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-08-15,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Hombre",2022-08-16,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-01,7,4,0,7,4,3,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-02,5,2,0,5,2,3,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-03,5,4,0,5,4,1,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-04,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-05,6,2,0,6,2,4,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-06,5,3,0,5,3,2,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-07,6,4,0,6,4,2,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-08,7,6,0,7,6,1,0,0,0,0,0,6
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-09,5,5,0,5,5,0,0,0,0,0,0,5
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-10,6,4,0,6,4,2,0,1,0,1,1,3
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-11,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-12,5,4,0,5,4,1,0,1,0,2,1,3
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-13,7,6,0,7,6,1,0,0,0,0,0,6
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-14,16,16,0,16,16,0,0,0,0,0,0,16
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-15,7,7,0,7,7,0,0,0,0,0,0,7
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-16,12,11,0,11,11,0,1,0,0,0,0,11
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-17,17,17,0,17,17,0,0,0,0,0,0,17
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-18,12,12,1,12,12,0,0,1,0,1,1,11
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-19,9,9,1,9,9,0,0,1,0,2,1,8
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-20,9,9,0,9,9,0,0,1,0,1,1,8
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-21,5,4,0,5,4,1,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-22,9,9,0,9,9,0,0,0,0,0,0,9
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-23,4,4,0,4,4,0,0,0,0,0,0,4
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-24,9,9,0,9,9,0,0,0,0,0,0,9
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-25,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-26,3,3,0,3,3,0,0,0,0,0,0,3
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-27,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-28,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-30,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-01-31,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-01,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-02,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-03,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-05,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-06,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-07,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-13,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-16,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-17,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-18,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-20,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-21,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-02-27,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-04-01,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-04-07,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-04-11,1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-11,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-12,2,2,0,2,2,0,0,0,0,0,0,2
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-18,2,1,0,2,1,1,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-19,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-22,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-23,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-24,1,1,0,1,1,0,0,0,0,0,0,1
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-27,1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer",2022-06-30,1,1,0,1,1,0,0,0,0,0,0,1
