"municipio_res","CVE_MUN","NOM_MUN","sector","grupoedad","sexo","fecha_def","observaciones","confirmados","decesos","pruebas","confirmados_lab","descartados_lab","sospechosos","hospitalizados","uci","neumonia","intubado","ambulatorios"
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-11-27",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-01",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-02",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-03",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-06",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-08",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-17",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-28",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-29",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2020-12-30",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-01-07",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-01-09",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-02-27",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-04-06",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-04-07",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-09-08",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-09-24",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-10-02",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-11-23",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2021-12-22",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2022-01-10",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Hombre","2022-01-23",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-06-01",1,0,0,0,0,0,1,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-06-08",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-06-11",1,1,1,1,1,0,0,1,0,1,2,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-06-12",1,1,1,0,0,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-06-16",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-06-18",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-06-23",1,0,0,0,0,0,1,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-07-05",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-07-09",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-07-14",2,2,2,2,2,0,0,2,0,4,3,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-07-15",1,1,1,1,1,0,0,1,0,2,2,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-07-18",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-07-22",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-07-28",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-11-01",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-11-05",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-11-11",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-11-15",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-11-19",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-11-27",1,0,0,0,0,0,1,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-11-30",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-12-08",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2020-12-14",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-01-25",1,0,0,0,0,0,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-03-03",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-04-20",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-06-11",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-08-22",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-10-26",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-11-02",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-11-04",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-11-10",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-11-16",2,2,2,2,2,0,0,2,0,3,2,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-12-10",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-12-14",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2021-12-21",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2022-01-24",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2022-01-25",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2022-01-27",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","30-59","Mujer","2022-04-12",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-02-28",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-04-22",1,0,0,1,0,1,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-05-07",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-05-13",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-06-08",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-06-10",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-06-11",1,1,1,0,0,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-06-12",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-06-22",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-06-28",2,0,0,2,0,2,0,0,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-06-29",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-02",1,1,1,0,0,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-05",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-06",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-07",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-09",1,1,1,0,0,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-10",1,1,1,1,1,0,0,1,0,2,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-12",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-13",2,2,2,2,2,0,0,2,0,4,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-14",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-19",1,1,1,0,0,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-20",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-21",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-07-28",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-08-03",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-09-07",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-10-06",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-10-15",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-10-26",2,2,2,2,2,0,0,2,0,4,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-01",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-05",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-08",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-11",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-17",2,2,2,2,2,0,0,2,0,4,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-19",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-24",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-27",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-28",2,1,1,2,1,1,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-29",2,1,1,2,1,1,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-11-30",1,0,0,0,0,0,1,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-02",1,0,0,0,0,0,1,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-03",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-06",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-07",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-09",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-10",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-11",2,2,2,2,2,0,0,2,0,4,3,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-12",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-17",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-18",3,2,2,3,2,1,0,2,0,3,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-19",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-20",2,2,2,2,2,0,0,2,0,4,3,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-23",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-27",2,1,1,2,1,1,0,1,0,3,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2020-12-28",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-01-03",1,1,1,1,1,0,0,1,0,2,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-01-20",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-01-30",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-02-10",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-02-22",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-03-25",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-03-31",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-04-07",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-04-12",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-10-21",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-11-23",1,1,1,0,0,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-11-26",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-12-02",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-12-08",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-12-11",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-12-12",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2021-12-20",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2022-01-05",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2022-01-17",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2022-01-22",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2022-01-27",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2022-01-30",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2022-02-09",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2022-02-15",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Hombre","2022-05-21",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-01-20",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-06-03",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-06-12",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-06-21",2,2,2,1,1,0,0,2,0,3,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-06-22",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-06-24",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-07-05",1,1,1,0,0,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-07-07",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-07-10",2,1,1,1,1,0,1,1,0,3,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-07-18",1,1,1,1,1,0,0,1,0,1,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-07-21",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-07-26",1,1,1,1,1,0,0,1,0,2,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-08-22",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-06",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-09",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-12",3,3,3,3,3,0,0,3,0,5,3,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-15",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-18",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-20",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-22",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-25",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-11-27",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-01",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-02",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-04",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-05",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-06",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-08",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-09",2,2,2,2,2,0,0,2,0,4,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-10",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-11",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-14",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-20",1,1,1,1,1,0,0,1,0,2,2,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2020-12-30",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-01-01",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-01-03",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-01-11",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-01-14",1,0,0,1,0,1,0,0,0,0,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-01-21",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-01-24",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-02-10",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-04-12",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-09-20",1,1,1,1,1,0,0,1,0,2,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-09-28",1,0,0,1,0,1,0,0,0,1,0,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-11-17",1,1,1,1,1,0,0,1,0,1,1,0
2,26002,"Agua Prieta","IMSS","60 o más","Mujer","2021-11-18",1,0,0,1,0,1,0,0,0,1,0,0
